"short_name","website","asn","peering_policy","ipv4_address","ipv6_address","mac_addresses","site_name","port_ref","port_type_desc","port_speed","service_type","multicast","network","membership_type"
"Teledata UK Ltd","http://www.teledata.co.uk","No IP (Reseller Port)","No data","","","","Telecity Manchester 1 (Williams House)","edge1-tcw.man1 0/11","10G","10000","Reseller","No","IXManchester","full,<a href="/join/connexions/index.html">ConneXions</a>"
"Teledata UK Ltd","http://www.teledata.co.uk","43545","Open","195.66.224.195","2001:7f8:4::aa19:1","e48d.8c3f.6bf0","Telehouse North","edge4-thn VLAN: 403","ConneXions","1000","ConneXions","No","London Juniper","full,<a href="/join/connexions/index.html">ConneXions</a>"
"Teledata UK Ltd","http://www.teledata.co.uk","43545","Open","195.66.244.27","2001:7f8:4:2::aa19:1","e48d.8c3f.6bf1","Telecity Manchester 1 (Williams House)","edge1-tcw.man1 VLAN: 600","ConneXions","1000","ConneXions","No","IXManchester","full,<a href="/join/connexions/index.html">ConneXions</a>"
"Teledata UK Ltd","http://www.teledata.co.uk","No IP (Reseller Port)","No data","","","","Telehouse North","edge4-thn xe-9/1/1","10G","10000","Reseller","No","London Juniper","full,<a href="/join/connexions/index.html">ConneXions</a>"
"Telekom Malaysia Berhad","http://www.tm.com.my","4788","Selective","195.66.236.47","2001:7f8:4:1::12b4:1","30b6.4f36.f7c0","Telecity Harbour exchange 8 - 9","switch64 5/10","10G","10000","Regular","No","London Extreme","full"
"Telekom Malaysia Berhad","http://www.tm.com.my","4788","Selective","195.66.224.47","2001:7f8:4::12b4:1","30b6.4f36.f7c1","Telecity Harbour exchange 8 - 9","edge4-tch xe-3/0/2","10G","10000","Regular","No","London Juniper","full"
"Telekom Malaysia Berhad","http://www.tm.com.my","4788","Selective","195.66.236.47","2001:7f8:4:1::12b4:1","30b6.4f36.f7c0","Telecity Harbour exchange 8 - 9","switch64 5/11","10G","10000","Regular","No","London Extreme","full"
"Telekom Malaysia Berhad","http://www.tm.com.my","4788","Selective","195.66.224.47","2001:7f8:4::12b4:1","30b6.4f36.f7c1","Telecity Harbour exchange 8 - 9","edge4-tch xe-4/1/5","10G","10000","Regular","No","London Juniper","full"
"Telekom Romania Communications S.A.","http://www.TELEKOM.ro","9050","Selective","195.66.225.42","2001:7f8:4::235a:1","c84c.75b6.952b","Telehouse North","edge3-thn xe-2/3/0","10G","10000","Regular","No","London Juniper","full"
"Telekom Serbia","http://www.telekom.rs","8400","Selective","195.66.225.166","2001:7f8:4::20d0:1","0021.5908.47c6","Digital Realty Sovereign House","edge1-rbs xe-5/3/3","10G","10000","Regular","No","London Juniper","full"
"Telekom Serbia","http://www.telekom.rs","8400","Selective","195.66.225.166","2001:7f8:4::20d0:1","0021.5908.47c6","Digital Realty Sovereign House","edge1-rbs xe-8/3/3","10G","10000","Regular","No","London Juniper","full"
"Telenor","http://www.telenor.com","2119","Selective","195.66.225.107","","0881.f4e3.27c1","Telecity London 1 (Bonnington House)","edge1-tcm xe-4/0/3","10G","10000","Regular","No","London Juniper","full"
"Telenor","http://www.telenor.com","2119","Selective","195.66.225.107","","0881.f4e3.27c1","Telecity London 1 (Bonnington House)","edge1-tcm xe-4/1/0","10G","10000","Regular","No","London Juniper","full"
"Telenor","http://www.telenor.com","2119","Selective","195.66.225.107","","0881.f4e3.27c1","Telecity London 1 (Bonnington House)","edge1-tcm xe-2/2/1","10G","10000","Regular","No","London Juniper","full"
"Telenor","http://www.telenor.com","2119","Selective","195.66.225.107","","0881.f4e3.27c1","Telecity London 1 (Bonnington House)","edge1-tcm xe-2/2/2","10G","10000","Regular","No","London Juniper","full"
"Telenor","http://www.telenor.com","2119","Selective","195.66.225.107","","0881.f4e3.27c1","Telecity London 1 (Bonnington House)","edge1-tcm xe-2/2/3","10G","10000","Regular","No","London Juniper","full"
"Telenor","http://www.telenor.com","2119","Selective","195.66.225.107","","0881.f4e3.27c1","Telecity London 1 (Bonnington House)","edge1-tcm xe-5/0/3","10G","10000","Regular","No","London Juniper","full"
"Telenor","http://www.telenor.com","2119","Selective","195.66.237.107","","0881.f4e3.27c2","Telecity London 1 (Bonnington House)","switch37 13","10G","10000","Regular","No","London Extreme","full"
"Telenor","http://www.telenor.com","2119","Selective","195.66.237.107","","0881.f4e3.27c2","Telecity London 1 (Bonnington House)","switch37 14","10G","10000","Regular","No","London Extreme","full"
"Telenor","http://www.telenor.com","2119","Selective","195.66.237.107","","0881.f4e3.27c2","Telecity London 1 (Bonnington House)","switch37 22","10G","10000","Regular","No","London Extreme","full"
"Telenor","http://www.telenor.com","2119","Selective","195.66.237.107","","0881.f4e3.27c2","Telecity London 1 (Bonnington House)","switch37 23","10G","10000","Regular","No","London Extreme","full"
"Telin","http://telin.co.id","7713","Selective","195.66.244.93","2001:7f8:4:2::1e21:1","40ce.241d.0bb8","Telecity Manchester 1 (Williams House)","edge1-tcw.man1 VLAN: 2528","ConneXions","1000","ConneXions","No","IXManchester","full"
"Telin","http://telin.co.id","7713","Selective","195.66.226.8","2001:7f8:4::1e21:1","6487.88d3.0ff0","Telehouse North","edge2-thn xe-3/0/3","10G","10000","Regular","No","London Juniper","full"
"Telin","http://telin.co.id","7713","Selective","195.66.226.8","2001:7f8:4::1e21:1","6487.88d3.0ff0","Telehouse North","edge2-thn xe-9/0/0","10G","10000","Regular","No","London Juniper","full"
"Telkom SA SOC Limited","http://www.telkom.co.za","5713","Selective","195.66.226.42","2001:7f8:4::1651:1","0c85.251a.6198","Telehouse West","edge1-thw xe-7/1/2","10G","10000","Regular","No","London Juniper","full"
"Telstra Europe Limited","http://www.telstra-international.co.uk","1290","Selective","195.66.224.14","2001:7f8:4::50a:1","a8d0.e502.ba01","Telehouse North","edge1-thn xe-4/1/1","10G","10000","Regular","No","London Juniper","full"
"Telstra Europe Limited","http://www.telstra-international.co.uk","1290","Selective","195.66.236.14","2001:7f8:4:1::50a:1","a8d0.e502.8a52","Telecity London 1 (Bonnington House)","switch37 9","10G","10000","Regular","No","London Extreme","full"
"Telstra Global","http://www.telstraglobal.com/","4637","Selective","195.66.224.177","2001:7f8:4::121d:2","8478.ac54.c090","Telehouse East","edge1-the xe-3/1/1","10G","10000","Regular","No","London Juniper","full"
"Telstra Global","http://www.telstraglobal.com/","4637","Selective","195.66.236.166","2001:7f8:4:1::121d:1","a80c.0d2e.245e","Telehouse East","switch66 3/33","10G","10000","Regular","No","London Extreme","full"
"Telstra Global","http://www.telstraglobal.com/","4637","Selective","195.66.224.177","2001:7f8:4::121d:2","8478.ac54.c090","Telehouse East","edge1-the xe-4/1/3","10G","10000","Regular","No","London Juniper","full"
"Telstra Global","http://www.telstraglobal.com/","4637","Selective","195.66.224.177","2001:7f8:4::121d:2","8478.ac54.c090","Telehouse East","edge1-the xe-2/0/0","10G","10000","Regular","No","London Juniper","full"
"Telstra Global","http://www.telstraglobal.com/","4637","Selective","195.66.236.166","2001:7f8:4:1::121d:1","a80c.0d2e.245e","Telehouse East","switch66 1/2","10G","10000","Regular","No","London Extreme","full"
"Telstra Global","http://www.telstraglobal.com/","4637","Selective","195.66.224.166","2001:7f8:4::121d:1","e4c7.2250.999e","Telehouse North","edge1-thn xe-2/2/3","10G","10000","Regular","No","London Juniper","full"
"Telstra Global","http://www.telstraglobal.com/","4637","Selective","195.66.236.166","2001:7f8:4:1::121d:1","a80c.0d2e.245e","Telehouse East","switch66 1/17","10G","10000","Regular","No","London Extreme","full"
"Telxius Cable Espania S.L","http://www.telefonica-wholesale.com/","12956","Selective","195.66.224.134","2001:7f8:4::329c:1","0014.f633.c502","Telehouse East","edge1-the xe-4/0/0","10G","10000","Regular","No","London Juniper","full"
"Tencent","http://tencent.com","132591","No data","195.66.224.52","","8478.ac62.2c9e","Telecity Harbour exchange 8 - 9","edge1-tch ge-4/1/8","1000","1000","Regular","No","London Juniper","full"
"Tencent","http://tencent.com","132591","No data","195.66.236.52","2001:7f8:4:1::2:5ef:1","8478.ac62.2cb9","Telecity Harbour exchange 8 - 9","switch27 0/11","1000","1000","Regular","No","London Extreme","full"
"Tenet","http://www.tenet.ac.za","36944","Open","195.66.225.31","2001:7f8:4::9050:1","8071.1fc7.0501","Telecity Harbour exchange 8 - 9","edge4-tch xe-3/1/4","10G","10000","Regular","No","London Juniper","full"
"TF Global Markets (AUST) Pty Ltd","http://www.thinkforex.com","134145","No data","195.66.225.229","","78ba.f950.9a6d","Equinix LD4/LD5 (Slough)","edge1-eq4 xe-4/0/2","10G","10000","Regular","No","London Juniper","full"
"TGL Services (UK) Limited","http://www.tglservices.co.uk","35551","Selective","195.66.225.8","2001:7f8:4::8adf:1","5254.0044.7fa4","Telehouse North","edge1-thn ge-7/0/5","1000","1000","Regular","No","London Juniper","full"
"TGL Services (UK) Limited","http://www.tglservices.co.uk","35551","Selective","195.66.237.8","2001:7f8:4:1::8adf:1","5254.008c.aeb7","Telehouse North","switch33 14","1000","1000","Regular","No","London Extreme","full"
"The Cloud Limited","","56444","No data","195.66.227.96","2001:7f8:4::dc7c:1","44f4.77ab.9067","Telehouse East","edge1-the ge-8/0/4","1000","1000","Regular","No","London Juniper","full"
"The Internet Business t/a TIBUS","http://www.tibushost.com","41678","Open","195.66.225.236","2001:7f8:4::a2ce:1","a80c.0d01.734c","Telehouse North","edge1-thn xe-3/3/3","10G","10000","Regular","No","London Juniper","full"
"The Networking People (NorthWest) Limited","http://www.tnp.net.uk","25460","Open","195.66.238.237","2001:7f8:4:1::6374:1","dc38.e1a5.0000","Telehouse North","switch31 0/48","1000","1000","Regular","No","London Extreme","full"
"The Networking People (NorthWest) Limited","http://www.tnp.net.uk","25460","Open","195.66.226.237","2001:7f8:4::6374:1","dc38.e1a5.054b","Telehouse North","edge2-thn xe-2/1/2","10G","10000","Regular","No","London Juniper","full"
"The Networking People (NorthWest) Limited","http://www.tnp.net.uk","25460","Open","195.66.244.39","2001:7f8:4:2::6374:1","6464.9b68.d500","Telecity Manchester 1 (Williams House)","edge3-tcw.man1 0/28","1000","1000","Regular","No","IXManchester","full"
"The Stravin Group, Inc.","","7289","Open","195.66.225.79","2001:7f8:4::1c79:1","0cc4.7ab4.0c47","Telehouse North","edge2-thn VLAN: 3003","ConneXions","1000","ConneXions","No","London Juniper","full"
"The Voice Factory Limited","http://thevoicefactory.co.uk","59439","Selective","195.66.224.229","","748e.f8a8.6d01","Telehouse North","edge1-thn ge-7/0/4","1000","1000","Regular","No","London Juniper","full"
"ThePlatform UK Limited","http://www.theplatform.com","202149","No data","195.66.224.204","2001:7f8:4::3:15a5:1","54e0.32c9.527a","Telecity London 10 (Powergate)","edge1-tca ge-5/1/4","1000","1000","Regular","No","London Juniper","full"
"Think Systems UK Ltd","http://www.thinkdedicated.com","51159","Open","195.66.237.185","","4c5e.0c24.3518","Telecity Harbour exchange 8 - 9","switch27 0/7","1000","1000","Regular","No","London Extreme","full"
"Think Systems UK Ltd","http://www.thinkdedicated.com","51159","Open","195.66.225.185","","4c5e.0c24.3519","Telecity Harbour exchange 8 - 9","edge1-tch ge-4/1/4","1000","1000","Regular","No","London Juniper","full"
"Three UK","http://www.three.co.uk/","60339","Restrictive","195.66.225.157","2001:7f8:4::ebb3:2","e097.964a.2656","Equinix LD4/LD5 (Slough)","edge1-eq4 xe-4/3/0","10G","10000","Regular","No","London Juniper","full"
"Three UK","http://www.three.co.uk/","60339","Restrictive","195.66.225.157","2001:7f8:4::ebb3:2","e097.964a.2656","Equinix LD4/LD5 (Slough)","edge1-eq4 xe-4/2/0","10G","10000","Regular","No","London Juniper","full"
"Three UK","http://www.three.co.uk/","60339","Restrictive","195.66.238.73","2001:7f8:4:1::ebb3:1","d46a.a89c.90a5","Telehouse West","switch47 18","10G","10000","Regular","No","London Extreme","full"
"Three UK","http://www.three.co.uk/","60339","Restrictive","195.66.238.73","2001:7f8:4:1::ebb3:1","d46a.a89c.90a5","Telehouse West","switch47 19","10G","10000","Regular","No","London Extreme","full"
"Timico Ltd ","http://www.timico.co.uk","8607","Open","195.66.224.111","2001:7f8:4::219f:1","5475.d0ae.c2c0","Digital Realty Sovereign House","edge2-rbs xe-7/2/1","10G","10000","Regular","No","London Juniper","full"
"Tirastel","http://www.tirastel.de/","1547","Open","195.66.224.200","","10f3.1140.efbb","Telehouse North","edge3-thn ge-7/2/7","1000","1000","Regular","No","London Juniper","full"
"TOT Public Company Limited","http://www.tot.co.th","38040","Open","195.66.224.40","2001:7f8:4::9498:1","f4cf.e218.16cc","Telehouse North","edge3-thn xe-3/3/1","10G","10000","Regular","No","London Juniper","full"
"Transversal Corporation Ltd","http://www.transversal.com","47999","Open","195.66.225.102","2001:7f8:4::bb7f:1","44f4.771d.cc69","Equinix LD4/LD5 (Slough)","edge1-eq4 ge-5/2/8","1000","1000","Regular","No","London Juniper","full"
"Travel Jigsaw Ltd","http://www.rentalcars.com","203164","Open","195.66.226.236","2001:7f8:4::3:199c:1","204e.7151.faa5","Equinix LD4/LD5 (Slough)","edge1-eq4 xe-3/3/2","10G","10000","Regular","No","London Juniper","full"
"Triple-T Internet Co.,Ltd.","http://www.triplet.co.th","45758","Selective","195.66.226.10","2001:7f8:4::b2be:1","001b.0de5.8240","Telehouse North","edge3-thn VLAN: 3500","ConneXions","10000","ConneXions","No","London Juniper","full"
"True International Gateway Co. Ltd","http://www.trueinternetgateway.com","38082","Open","195.66.237.88","2001:7f8:4:1::94c2:1","6c9c.ed7a.7dda","Telehouse North","switch33 42","1000","1000","Regular","No","London Extreme","full"
"True International Gateway Co. Ltd","http://www.trueinternetgateway.com","38082","Open","195.66.225.88","2001:7f8:4::94c2:1","6c9c.ed7a.b710","Telehouse North","edge2-thn xe-4/3/1","10G","10000","Regular","No","London Juniper","full"
"Trunk Networks","http://www.trunknetworks.com/","49375","Open","195.66.224.36","2001:7f8:4::c0df:1","cc4e.244b.4400","Interxion LON2","edge1-in2 VLAN: 900","ConneXions","1000","ConneXions","No","London Juniper","full,<a href="/join/connexions/index.html">ConneXions</a>"
"Trunk Networks","http://www.trunknetworks.com/","No IP (Reseller Port)","No data","","","","Interxion LON2","edge1-in2 xe-3/1/0","10G","10000","Reseller","No","London Juniper","full,<a href="/join/connexions/index.html">ConneXions</a>"
"Trunk Networks","http://www.trunknetworks.com/","49375","Open","195.66.244.86","2001:7f8:4:2::c0df:1","609c.9f5c.0bc1","Telecity Manchester 3 (Joule House)","edge1-tcj.man1 VLAN: 900","ConneXions","1000","ConneXions","No","IXManchester","full,<a href="/join/connexions/index.html">ConneXions</a>"
"Trunk Networks","http://www.trunknetworks.com/","No IP (Reseller Port)","No data","","","","Telecity Manchester 3 (Joule House)","edge1-tcj.man1 0/23","10G","10000","Reseller","No","IXManchester","full,<a href="/join/connexions/index.html">ConneXions</a>"
"Trunk Networks","http://www.trunknetworks.com/","49375","Open","195.66.236.36","2001:7f8:4:1::c0df:1","748e.f8a9.1d41","Telehouse North","switch65 VLAN: 900","ConneXions","1000","ConneXions","No","London Extreme","full,<a href="/join/connexions/index.html">ConneXions</a>"
"Trunk Networks","http://www.trunknetworks.com/","No IP (Reseller Port)","No data","","","","Telehouse North","switch65 2/25","10G","10000","Reseller","No","London Extreme","full,<a href="/join/connexions/index.html">ConneXions</a>"
"TU Darmstadt, Hochschulrechenzentrum","http://www.tu-darmstadt.de","8365","Selective","195.66.227.23","2001:7f8:4::20ad:1","0025.84f9.1510","Telecity Harbour exchange 8 - 9","edge4-tch xe-3/2/2","10G","10000","Regular","No","London Juniper","full"
"Turk Telekom International AT AG","http://www.turktelekomint.com/","6663","Selective","195.66.224.252","2001:7f8:4::1a07:1","0023.9cd1.56c5","Telehouse East","edge3-the xe-2/1/3","10G","10000","Regular","No","London Juniper","full"
"Twitch Interactive, Inc.","http://www.twitch.tv/","46489","Selective","195.66.225.25","2001:7f8:4::b599:2","70e4.2274.22b9","Telecity Harbour exchange 8 - 9","edge4-tch et-8/1/0","100G","100000","Regular","No","London Juniper","full"
"Twitch Interactive, Inc.","http://www.twitch.tv/","46489","Selective","195.66.225.174","2001:7f8:4::b599:1","70e4.227a.9f0a","Telecity Harbour exchange 8 - 9","edge4-tch et-8/3/0","100G","100000","Regular","No","London Juniper","full"
"Twitter","http://twitter.com","13414","Selective","195.66.225.142","2001:7f8:4::3466:1","3c8a.b032.75f6","Telecity Harbour exchange 8 - 9","edge2-tch et-5/3/0","100G","100000","Regular","No","London Juniper","full"
"Twitter","http://twitter.com","13414","Selective","195.66.226.61","2001:7f8:4::3466:2","3c8a.b032.7df6","Telecity Harbour exchange 8 - 9","edge3-tch et-4/3/0","100G","100000","Regular","No","London Juniper","full"
"U!COM","https://www.ucom.am/en/home.html","8932","Open","195.66.226.213","2001:7f8:4::22e4:1","7819.f7f2.58d0","Telehouse North","edge2-thn xe-4/1/1","10G","10000","Regular","No","London Juniper","full"
"UK Broadband Ltd","http://www.ukbroadband.com/","29009","Open","195.66.237.40","2001:7f8:4:1::7151:1","2c21.31a4.f719","Telecity London 10 (Powergate)","switch42 10","10G","10000","Regular","No","London Extreme","full"
"UK Broadband Ltd","http://www.ukbroadband.com/","29009","Open","195.66.226.70","2001:7f8:4::7151:2","2c21.31a4.ff1b","Interxion LON2","edge1-in2 xe-3/1/3","10G","10000","Regular","No","London Juniper","full"
"UK Broadband Ltd","http://www.ukbroadband.com/","29009","Open","195.66.225.40","2001:7f8:4::7151:1","2c21.31a4.f674","Telecity London 10 (Powergate)","edge1-tca xe-2/0/2","10G","10000","Regular","No","London Juniper","full"
"UK Servers","http://www.ukservers.com","42831","Open","195.66.225.162","2001:7f8:4::a74f:1","28c0.da06.3fc0","Telehouse East","edge1-the xe-4/3/0","10G","10000","Regular","No","London Juniper","full"
"UK Servers","http://www.ukservers.com","42831","Open","195.66.225.162","2001:7f8:4::a74f:1","28c0.da06.3fc0","Telehouse East","edge1-the xe-4/0/1","10G","10000","Regular","No","London Juniper","full"
"UK Webhosting Ltd","http://www.paragon.net.uk","198047","Open","195.66.237.228","","541e.56f5.1ba9","Equinix LD4/LD5 (Slough)","switch52 3/29","10G","10000","Regular","No","London Extreme","full"
"UK Webhosting Ltd","http://www.paragon.net.uk","198047","Open","195.66.225.228","","dc38.e1a9.f6a8, 4071.830c.2800, 001c.b0cb.28c0","Equinix LD4/LD5 (Slough)","edge1-eq4 xe-2/1/1","10G","10000","Regular","No","London Juniper","full"
"UK-2 Ltd.","http://www.uk2.net/","13213","Open","195.66.236.19","2001:7f8:4:1::339d:1","6c9c.ed0c.2a60","Interxion LON1","switch57 1/38","10G","10000","Regular","No","London Extreme","full"
"UK-2 Ltd.","http://www.uk2.net/","13213","Open","195.66.226.9","2001:7f8:4::339d:2","6c9c.ed0c.2a68","Interxion LON2","edge1-in2 et-7/3/0","100G","100000","Regular","No","London Juniper","full"
"UK-2 Ltd.","http://www.uk2.net/","13213","Open","195.66.224.19","2001:7f8:4::339d:1","6c9c.ed0b.c0b8","Telehouse North","edge4-thn et-5/1/0","100G","100000","Regular","No","London Juniper","full"
"UKFast.net Limited","http://www.ukfast.co.uk","34934","Open","195.66.226.78","2001:7f8:4::8876:1","2c54.2d3f.3150","Telehouse North","edge2-thn xe-2/1/0","10G","10000","Regular","No","London Juniper","full"
"UKFast.net Limited","http://www.ukfast.co.uk","34934","Open","195.66.238.78","","5057.a8f0.cb60","Telehouse East","switch66 1/28","10G","10000","Regular","No","London Extreme","full"
"UKFast.net Limited","http://www.ukfast.co.uk","34934","Open","195.66.244.25","2001:7f8:4:2::8876:1","5057.a8f0.cb31","Telecity Manchester 1 (Williams House)","edge3-tcw.man1 0/21","1000","1000","Regular","No","IXManchester","full"
"Updata Infrastructure (UK) Ltd","http://www.updata.net/","51551","Open","195.66.246.4","2001:7f8:4:3::c95f:1","a80c.0d55.4723","Pulsant South Gyle (Edinburgh)","edge1-pue.sco1 28","1000","1000","Regular","No","IXScotland","full"
"Ustream Inc","http://www.ustream.tv/","29834","Open","195.66.225.90","2001:7f8:4::748a:1","5c5e.abd8.8960","Telehouse North","edge3-thn VLAN: 3200","ConneXions","1000","ConneXions","No","London Juniper","full"
"V Kontakte LLC","http://www.vk.com","47541","Selective","195.66.226.11","2001:7f8:4::b9b5:3","50c5.8dee.5680","Telehouse North","edge3-thn xe-5/2/0","10G","10000","Regular","No","London Juniper","full"
"V Kontakte LLC","http://www.vk.com","47541","Selective","195.66.224.8","2001:7f8:4::b9b5:2","6487.88ff.80a8","Telehouse North","edge4-thn xe-9/2/0","10G","10000","Regular","No","London Juniper","full"
"V Kontakte LLC","http://www.vk.com","47541","Selective","195.66.226.13","2001:7f8:4::b9b5:4","4c96.1476.2709","Telehouse North","edge2-thn xe-5/2/3","10G","10000","Regular","No","London Juniper","full"
"Vaioni Group","http://www.vaioni.com","35575","Open","195.66.237.193","2001:7f8:4:1::8af7:1","f01c.2d76.d9a4","Telecity Harbour exchange 8 - 9","switch27 0/12","1000","1000","Regular","No","London Extreme","full"
"Vaioni Group","http://www.vaioni.com","35575","Open","195.66.225.193","","f01c.2d76.08c2","Telehouse North","edge4-thn ge-7/1/6","1000","1000","Regular","No","London Juniper","full"
"Vaioni Group","http://www.vaioni.com","35575","Open","195.66.225.193","","f01c.2d76.08c2","Telehouse North","edge4-thn ge-7/3/7","1000","1000","Regular","No","London Juniper","full"
"Vaioni Group","http://www.vaioni.com","35575","Open","195.66.225.193","","f01c.2d76.08c2","Telehouse North","edge4-thn ge-8/0/1","1000","1000","Regular","No","London Juniper","full"
"Vaioni Group","http://www.vaioni.com","35575","Open","195.66.244.4","2001:7f8:4:2::8af7:1","000c.cf50.9019","Telecity Manchester 1 (Williams House)","edge3-tcw.man1 0/5","1000","1000","Regular","No","IXManchester","full"
"Valve Corporation","http://www.valvesoftware.com/","32590","Open","195.66.238.130","2001:7f8:4:1::7f4e:1","40a6.7767.a7c6","Telehouse West","switch47 14","10G","10000","Regular","No","London Extreme","full"
"Valve Corporation","http://www.valvesoftware.com/","32590","Open","195.66.238.130","2001:7f8:4:1::7f4e:1","40a6.7767.a7c6","Telehouse West","switch47 16","10G","10000","Regular","No","London Extreme","full"
"Valve Corporation","http://www.valvesoftware.com/","32590","Open","195.66.238.130","2001:7f8:4:1::7f4e:1","40a6.7767.a7c6","Telehouse West","switch47 13","10G","10000","Regular","No","London Extreme","full"
"Valve Corporation","http://www.valvesoftware.com/","32590","Open","195.66.238.130","2001:7f8:4:1::7f4e:1","40a6.7767.a7c6","Telehouse West","switch47 15","10G","10000","Regular","No","London Extreme","full"
"Valve Corporation","http://www.valvesoftware.com/","32590","Open","195.66.226.130","2001:7f8:4::7f4e:1","6464.9bbe.16c6","Telehouse West","edge5-thw et-8/1/2","100G","100000","Regular","No","London Juniper","full"
"Vanquish Global Trading","http://www.v4voip.com","203231","Open","195.66.226.208","2001:7f8:4::3:19df:1","408d.5cb4.a751","Telehouse East","edge2-the ge-7/1/0","1000","1000","Regular","No","London Juniper","full"
"Veber Ltd","http://www.veber.co.uk","29006","Open","195.66.236.95","2001:7f8:4:1::714e:1","ac4b.c847.88f7","Telehouse West","switch48 13","1000","1000","Regular","No","London Extreme","full"
"Veber Ltd","http://www.veber.co.uk","29006","Open","195.66.224.95","2001:7f8:4::714e:1","8418.88ee.6717","Telehouse West","edge1-thw ge-8/1/3","1000","1000","Regular","No","London Juniper","full"
"Vectra","http://www.vectra.pl/","29314","Open","195.66.225.167","2001:7f8:4::7282:1","44f4.7700.adce","Digital Realty Sovereign House","edge1-rbs xe-5/0/0","10G","10000","Regular","No","London Juniper","full"
"Venus Business Communications Limited","http://www.venus.co.uk/","20952","Open","195.66.224.33","2001:7f8:4::51d8:1","d48c.b5d0.c3ff","Telehouse North","edge4-thn xe-4/2/0","10G","10000","Regular","No","London Juniper","full"
"VEON Wholesale Services B.V.","http://www.vimpelcom.com/","3216","Selective","195.66.224.205","2001:7f8:4::c90:1","8071.1f95.1fc4","Telehouse East","edge1-the xe-3/1/2","10G","10000","Regular","No","London Juniper","full"
"VEON Wholesale Services B.V.","http://www.vimpelcom.com/","3216","Selective","195.66.224.205","2001:7f8:4::c90:1","8071.1f95.1fc4","Telehouse East","edge1-the xe-4/1/0","10G","10000","Regular","No","London Juniper","full"
"VEON Wholesale Services B.V.","http://www.vimpelcom.com/","3216","Selective","195.66.224.205","2001:7f8:4::c90:1","8071.1f95.1fc4","Telehouse East","edge1-the xe-4/2/0","10G","10000","Regular","No","London Juniper","full"
"VeriSign Netherlands BV","http://www.verisign.com","7342","Open","195.66.225.46","2001:7f8:4::1cae:1","b0a8.6e79.afc2","Telehouse North","edge3-thn xe-4/0/3","10G","10000","Regular","No","London Juniper","full"
"VeriSign Netherlands BV","http://www.verisign.com","26415","Open","206.55.196.42","2001:504:31::672f:1","0a00.0503.44fb","EvoSwitch Manassas, VA","edge1-evm.nva1 VLAN: 802","ConneXions","1000","ConneXions","No","LINX NoVA","full"
"VeriSign Netherlands BV","http://www.verisign.com","7342","Open","195.66.225.46","2001:7f8:4::1cae:1","b0a8.6e79.afc2","Telehouse North","edge3-thn xe-4/0/0","10G","10000","Regular","No","London Juniper","full"
"VeriSign Netherlands BV","http://www.verisign.com","7342","Open","195.66.225.46","2001:7f8:4::1cae:1","b0a8.6e79.afc2","Telehouse North","edge3-thn xe-4/1/0","10G","10000","Regular","No","London Juniper","full"
"VeriSign Netherlands BV","http://www.verisign.com","7342","Open","195.66.225.46","2001:7f8:4::1cae:1","b0a8.6e79.afc2","Telehouse North","edge3-thn xe-4/0/2","10G","10000","Regular","No","London Juniper","full"
"VeriSign Netherlands BV","http://www.verisign.com","26415","Open","195.66.246.21","","0a00.053e.6aee","Pulsant South Gyle (Edinburgh)","edge1-pue.sco1 45","1000","1000","Regular","No","IXScotland","full"
"VeriSign Netherlands BV","http://www.verisign.com","7342","Open","195.66.225.46","2001:7f8:4::1cae:1","b0a8.6e79.afc2","Telehouse North","edge3-thn xe-2/3/3","10G","10000","Regular","No","London Juniper","full"
"VeriSign Netherlands BV","http://www.verisign.com","7342","Open","195.66.225.46","2001:7f8:4::1cae:1","b0a8.6e79.afc2","Telehouse North","edge3-thn xe-4/0/1","10G","10000","Regular","No","London Juniper","full"
"VeriSign Netherlands BV","http://www.verisign.com","7342","Open","195.66.225.46","2001:7f8:4::1cae:1","b0a8.6e79.afc2","Telehouse North","edge3-thn xe-4/1/1","10G","10000","Regular","No","London Juniper","full"
"VeriSign Netherlands BV","http://www.verisign.com","7342","Open","195.66.225.46","2001:7f8:4::1cae:1","b0a8.6e79.afc2","Telehouse North","edge3-thn xe-4/2/0","10G","10000","Regular","No","London Juniper","full"
"VeriSign Netherlands BV","http://www.verisign.com","7342","Open","195.66.225.46","2001:7f8:4::1cae:1","b0a8.6e79.afc2","Telehouse North","edge3-thn xe-4/1/3","10G","10000","Regular","No","London Juniper","full"
"VeriSign Netherlands BV","http://www.verisign.com","7342","Open","195.66.225.46","2001:7f8:4::1cae:1","b0a8.6e79.afc2","Telehouse North","edge3-thn xe-5/1/2","10G","10000","Regular","No","London Juniper","full"
"VeriSign Netherlands BV","http://www.verisign.com","7342","Open","195.66.225.46","2001:7f8:4::1cae:1","b0a8.6e79.afc2","Telehouse North","edge3-thn xe-5/2/1","10G","10000","Regular","No","London Juniper","full"
"VeriSign Netherlands BV","http://www.verisign.com","7342","Open","195.66.225.46","2001:7f8:4::1cae:1","b0a8.6e79.afc2","Telehouse North","edge3-thn xe-2/2/0","10G","10000","Regular","No","London Juniper","full"
"VeriSign Netherlands BV","http://www.verisign.com","7342","Open","195.66.225.46","2001:7f8:4::1cae:1","b0a8.6e79.afc2","Telehouse North","edge3-thn xe-5/3/0","10G","10000","Regular","No","London Juniper","full"
