12333 8801|gva-ch
2914 26167|bos-us,iah-us
2914 262227|mia-us
2914 26223|lke-us
2914 26228|mlpsca-us
2914 26337|iah-us
2914 26347|stk-us
2914 2635|chi-us,sin-sg,mlpsca-us,mia-us,sto-se,mrt-hk,lke-us,osa-jp,mad-es,sydnau-au,iah-us,atl-us,tyo-jp,lax-us,vie-at,jfk-us,stk-us
2914 2639|lke-us,mlpsca-us,iah-us
2914 26415|fra-de,amstnl-nl,tyo-jp
2914 26464|sin-sg
2914 26496|chi-us,sin-sg,stk-us
2914 26549|jfk-us
2914 26558|mlpsca-us
2914 26667|mrt-hk
2914 26753|lke-us
2914 267|chi-us
2914 26812|chi-us
2914 2686|lon-gb,mad-es
2914 26935|lke-us
2914 26965|lax-us
2914 26970|chi-us
2914 26978|lax-us
2914 2711|atl-us
2914 27224|lax-us
2914 27257|jfk-us
2914 2730|lax-us
2914 27330|atl-us
2914 27381|mrt-hk
2914 27435|fra-de,sin-sg,mlpsca-us,sydnau-au,stk-us
2914 27471|sel-kr,tyo-jp,taipei-tw
2914 27552|bos-us
2914 27566|jfk-us
2914 27595|chi-us
2914 2762|mlpsca-us
2914 27630|lax-us,stk-us
2914 27647|mlpsca-us
2914 27978|mia-us
2914 2828|amstnl-nl,mia-us
2914 28497|mlpsca-us
2914 28513|mia-us
2914 28716|mil-it
2914 28725|fra-de
2914 28806|amstnl-nl
2914 28920|lon-gb
2914 29006|lon-gb
2914 29017|lon-gb
2914 29037|fra-de
2914 29049|sof-bg
2914 29066|mrt-hk
2914 2907|tyo-jp,osa-jp
2914 29141|fra-de
2914 29169|tyo-jp
2914 29208|fra-de
2914 29231|mad-es
2914 29297|lon-gb
2914 29452|lon-gb
2914 29457|lon-gb
2914 29550|lon-gb
2914 29606|lon-gb
2914 29611|lon-gb
2914 29676|lon-gb
2914 29686|fra-de
2914 29748|stk-us
2914 29788|jfk-us
2914 297|stk-us
2914 29802|lax-us,mia-us
2914 29834|mlpsca-us
2914 29838|iah-us,jfk-us
2914 29873|bos-us
2914 29884|iah-us
2914 29904|lke-us
2914 29990|tyo-jp,sin-sg
2914 30041|lax-us
2914 30097|lax-us,stk-us
2914 30103|mrt-hk,mlpsca-us,jfk-us
2914 30148|tyo-jp
2914 30259|stk-us
2914 30282|amstnl-nl
2914 30303|mlpsca-us,stk-us
2914 30346|chi-us,jfk-us,stk-us
2914 30373|chi-us
2914 30419|tyo-jp,mrt-hk
2914 30496|iah-us
2914 30513|bos-us
2914 30517|chi-us
2914 30524|tyo-jp
2914 30548|mlpsca-us
2914 30607|lax-us,iah-us,mia-us
2914 30640|mlpsca-us
2914 30666|jfk-us
2914 30740|lon-gb
2914 30803|lon-gb
2914 30827|lon-gb
2914 30848|mil-it
2914 30909|lon-gb
2914 30914|lon-gb
2914 31242|waw-pl
2914 31263|mil-it
2914 31273|lon-gb
2914 3130|lke-us
2914 31313|fra-de
2914 31398|lon-gb
2914 31400|fra-de
2914 31463|lon-gb
2914 31477|amstnl-nl
2914 31479|bcn-es
2914 31515|sydnau-au
2914 31640|lon-gb
2914 31708|lon-gb
2914 31727|lon-gb
2914 31742|lon-gb
2914 31769|jfk-us
2914 31988|mlpsca-us
2914 3213|lon-gb
2914 32145|bos-us
2914 32256|iah-us
2914 3225|lon-gb
2914 32385|chi-us,iah-us
2914 3238|sto-se
2914 32448|bos-us
2914 32478|stk-us
2914 32550|lke-us
2914 3257|amstnl-nl
2914 32590|atl-us,lke-us,mad-es,waw-pl,stk-us
2914 32720|stk-us
2914 32748|chi-us
2914 32782|jfk-us
2914 32787|fra-de,tyo-jp,mlpsca-us,mrt-hk,lon-gb
2914 32869|lke-us
2914 32880|mlpsca-us,iah-us
2914 32934|par-fr,sin-sg,mlpsca-us,mia-us,chi-us,buh-ro,mrt-hk,lke-us,iah-us,mil-it,atl-us,tyo-jp,lax-us,vie-at,jfk-us,stk-us
2914 3300|tyo-jp,lax-us,tseung-hk,sydnau-au,stk-us
2914 33011|lax-us,mlpsca-us,jfk-us,stk-us
2914 3302|mil-it
2914 3303|par-fr,fra-de,amstnl-nl,mil-it,lon-gb
2914 33045|mlpsca-us
2914 33047|atl-us,sin-sg,mlpsca-us,mia-us,mrt-hk,lke-us,amstnl-nl,sydnau-au,iah-us,par-fr,chi-us,lax-us,fra-de,jfk-us,stk-us
2914 33132|mia-us
2914 33182|lax-us,mia-us
2914 3320|par-fr,lon-gb,amstnl-nl,fra-de
2914 33224|lax-us
2914 33260|atl-us
2914 3327|sto-se
2914 33353|tyo-jp
2914 33409|chi-us,jfk-us
2914 33438|tyo-jp
2914 33517|mlpsca-us,mia-us,waw-pl,chi-us,fra-de,lke-us,amstnl-nl,iah-us,lon-gb,lax-us,jfk-us,stk-us
2914 33552|jfk-us
2914 3356|tyo-jp,lax-us,sto-se,amstnl-nl,fra-de
2914 33597|chi-us,lax-us,mlpsca-us,jfk-us,stk-us
2914 33606|atl-us
2914 33724|mia-us
2914 33763|lon-gb
2914 33788|lon-gb
2914 33941|lon-gb
2914 34119|lon-gb
2914 34164|par-fr,lon-gb,sto-se,amstnl-nl,mad-es
2914 34209|waw-pl
2914 34347|fra-de
2914 34407|lon-gb
2914 34555|lon-gb
2914 34569|sof-bg
2914 34587|lon-gb,amstnl-nl
2914 34624|fra-de
2914 34655|lax-us,amstnl-nl,jfk-us
2914 34744|buh-ro
2914 3479|atl-us
2914 34803|mad-es
2914 3491|osa-jp,amstnl-nl,stk-us
2914 35017|mlpsca-us,amstnl-nl
2914 35366|fra-de
2914 35415|amstnl-nl
2914 35425|lon-gb
2914 35574|mil-it
2914 35575|lon-gb
2914 3561|lon-gb
2914 35699|bcn-es,mad-es
2914 3573|sin-sg,mad-es,stk-us
2914 35788|lax-us,mlpsca-us,iah-us,jfk-us,stk-us
2914 35847|iah-us
2914 35916|lax-us
2914 35953|iah-us
2914 35974|lon-gb,amstnl-nl,jfk-us
2914 35985|atl-us,iah-us
2914 35994|mlpsca-us,mia-us,lke-us,iah-us,atl-us,stk-us
2914 3599|chi-us
2914 3605|mrt-hk,mlpsca-us
2914 36086|mlpsca-us,mia-us,iah-us,atl-us,chi-us,lax-us,jfk-us,stk-us
2914 36089|tyo-jp,lax-us
2914 36143|lax-us
2914 36236|mlpsca-us,chi-us,buh-ro,mrt-hk,lke-us,amstnl-nl,iah-us,par-fr,lon-gb,lax-us,fra-de,jfk-us,stk-us
2914 36351|mia-us,atl-us,chi-us,lax-us,jfk-us,stk-us
2914 36430|stk-us
2914 36459|lke-us,stk-us
2914 36498|chi-us
2914 36552|stk-us
2914 36616|sto-se
2914 36625|lon-gb
2914 36626|tyo-jp
2914 36627|mad-es
2914 36629|par-fr
2914 36631|mrt-hk
2914 36632|lke-us
2914 36692|sin-sg,mlpsca-us,waw-pl,mia-us,chi-us,buh-ro,mrt-hk,lke-us,iah-us,sydnau-au,tyo-jp,par-fr,lon-gb,lax-us,fra-de,jfk-us,stk-us
2914 3693|tyo-jp
2914 37100|lon-gb
2914 37187|lon-gb
2914 37271|fra-de,lon-gb
2914 3727|mlpsca-us
2914 3737|stk-us
2914 3741|lon-gb
2914 3742|lke-us
2914 3786|mlpsca-us
2914 37893|tyo-jp
2914 37900|tyo-jp
2914 37912|tyo-jp
2914 37975|sydnau-au
2914 38001|sel-kr,sin-sg
2914 38016|fra-de
2914 38040|sin-sg
2914 38082|sin-sg
2914 38090|taipei-tw
2914 38154|jkt-id
2914 38159|jkt-id
2914 38199|xkl-my
2914 38235|mrt-hk
2914 38258|sin-sg
2914 38322|sin-sg,xkl-my
2914 38333|sydnau-au
2914 38385|taipei-tw
2914 3842|atl-us,lax-us,lke-us
2914 38496|jkt-id
2914 38505|jkt-id
2914 38525|jkt-id
2914 38566|bkk-th
2914 38580|tseung-hk
2914 38629|tyo-jp
2914 38631|tyo-jp
2914 38636|tyo-jp
2914 38639|tyo-jp,lon-gb
2914 38726|mrt-hk
2914 38845|taipei-tw
2914 38860|mrt-hk
2914 38861|tyo-jp
2914 38891|xkl-my
2914 38895|sin-sg
2914 38930|amstnl-nl
2914 38981|fra-de
2914 3910|fra-de
2914 39263|bcn-es
2914 393220|mlpsca-us
2914 393225|stk-us
2914 393259|chi-us,mlpsca-us,stk-us
2914 39326|lon-gb
2914 393316|chi-us
2914 393372|mlpsca-us
2914 393490|stk-us
2914 393506|mlpsca-us
2914 393536|sac-us,stk-us
2914 393560|lke-us
2914 393667|mlpsca-us,stk-us
2914 393919|chi-us
2914 394028|mlpsca-us,mia-us,lon-gb,fra-de,iah-us,amstnl-nl,chi-us,lax-us,jfk-us,stk-us
2914 394201|stk-us
2914 394298|mrt-hk
2914 394308|mlpsca-us
2914 3943|iah-us
2914 394434|lon-gb,sin-sg
2914 394437|iah-us
2914 394530|jfk-us
2914 394601|mia-us
2914 394644|stk-us
2914 394674|iah-us
2914 394722|iah-us
2914 394869|lax-us
2914 394968|chi-us
2914 3949|sin-sg,sac-us,tyo-jp,mrt-hk,osa-jp,amstnl-nl,sydnau-au,mad-es,lon-gb
2914 395255|mlpsca-us
2914 395332|stk-us
2914 395371|iah-us
2914 395412|lax-us
2914 395423|lax-us
2914 39545|lon-gb
2914 395492|lke-us,amstnl-nl
2914 39551|bcn-es
2914 395558|jfk-us
2914 395563|lax-us
2914 395575|stk-us
2914 395947|lax-us
2914 396273|lax-us
2914 396385|stk-us
2914 39734|fra-de
2914 39737|fra-de
2914 39756|buh-ro
2914 40041|lax-us
2914 40107|iah-us
2914 40111|atl-us
2914 40128|stk-us
2914 40185|lax-us,jfk-us
2914 40263|lax-us
2914 40285|atl-us
2914 40317|iah-us
2914 40402|mlpsca-us
2914 40428|chi-us,mlpsca-us,stk-us
2914 40528|lax-us
2914 40555|lax-us
2914 40570|bos-us
2914 4058|mrt-hk
2914 40670|iah-us
2914 40731|iah-us
2914 40778|jfk-us
2914 40787|stk-us
2914 40809|jfk-us
2914 40824|iah-us
2914 40883|lke-us
2914 40913|mlpsca-us
2914 40948|chi-us
2914 41000|lon-gb
2914 41135|mrt-hk,jfk-us
2914 41203|lon-gb
2914 41230|lon-gb
2914 4128|iah-us
2914 41313|sof-bg
2914 4134|fra-de,lax-us,mlpsca-us,amstnl-nl,mia-us
2914 4136|jfk-us
2914 41477|tyo-jp
2914 4150|chi-us
2914 41514|fra-de
2914 41690|mlpsca-us,jfk-us
2914 41721|mad-es
2914 4181|jfk-us
2914 42004|lon-gb
2914 42228|lon-gb
2914 4230|atl-us,mia-us,jfk-us
2914 42455|lon-gb
2914 42459|sof-bg
2914 4250|mia-us
2914 42525|fra-de
2914 42555|sof-bg
2914 42579|lon-gb
2914 42605|fra-de
2914 42612|mad-es
2914 42804|amstnl-nl
2914 42831|lon-gb
2914 42973|lon-gb
2914 42|par-fr,sin-sg,mlpsca-us,chi-us,fra-de,iah-us,sydnau-au,atl-us,lon-gb,lax-us,jfk-us,stk-us
2914 43013|lon-gb
2914 43205|sof-bg
2914 43219|lon-gb
2914 43304|fra-de
2914 43338|lon-gb
2914 43354|fra-de
2914 43445|par-fr
2914 43519|lon-gb
2914 43531|chi-us,amstnl-nl
2914 43561|sof-bg
2914 43650|stk-us
2914 44053|fra-de
2914 44141|par-fr
2914 44160|mil-it
2914 44217|sof-bg
2914 44444|par-fr,lon-gb,fra-de
2914 44568|lon-gb,amstnl-nl
2914 44654|mrt-hk
2914 44679|buh-ro
2914 44735|amstnl-nl
2914 4474|lke-us
2914 44814|sof-bg
2914 44946|fra-de
2914 44949|amstnl-nl
2914 45037|mad-es
2914 45102|mrt-hk,mlpsca-us,tyo-jp
2914 45147|sin-sg
2914 45187|tseung-hk
2914 45247|mrt-hk
2914 4528|tseung-hk
2914 45348|mrt-hk
2914 45352|xkl-my
2914 45356|sin-sg
2914 45430|sin-sg
2914 45444|sydnau-au
2914 45474|mrt-hk,lax-us,tseung-hk,mlpsca-us,mia-us
2914 45494|sin-sg
2914 45510|sydnau-au
2914 45530|mrt-hk,sin-sg,stk-us
2914 45543|mrt-hk
2914 4557|iah-us
2914 45587|mrt-hk
2914 45629|sin-sg
2914 45630|xkl-my
2914 45725|jkt-id
2914 45753|mrt-hk
2914 45796|bkk-th
2914 45896|mrt-hk
2914 45899|mrt-hk
2914 4589|fra-de,stk-us,mad-es,lon-gb
2914 45903|mrt-hk
2914 45960|xkl-my
2914 46031|jkt-id
2914 46043|sin-sg
2914 46163|sin-sg
2914 46168|lax-us
2914 46186|tyo-jp
2914 4641|tseung-hk
2914 46435|lke-us
2914 46450|jfk-us
2914 46454|lax-us
2914 4645|mrt-hk
2914 46475|iah-us
2914 46489|tyo-jp,stk-us
2914 4648|lax-us,mlpsca-us
2914 46540|iah-us
2914 4657|tyo-jp
2914 46606|mlpsca-us
2914 46632|iah-us
2914 46652|amstnl-nl
2914 46656|jfk-us
2914 46687|atl-us
2914 4672|tyo-jp
2914 4673|tyo-jp,osa-jp
2914 4675|tyo-jp
2914 46785|iah-us
2914 46786|sin-sg
2914 46793|mlpsca-us
2914 46826|mlpsca-us
2914 46849|iah-us
2914 46851|mlpsca-us
2914 46852|chi-us
2914 4693|tyo-jp
2914 4694|tyo-jp,osa-jp
2914 4704|osa-jp
2914 4711|tyo-jp
2914 4713|tyo-jp,osa-jp
2914 47169|bud-hu
2914 4719|tyo-jp
2914 47254|sin-sg,mlpsca-us,fra-de,amstnl-nl,sydnau-au,tyo-jp,mrt-hk
2914 47314|par-fr
2914 47480|lon-gb
2914 47533|lon-gb
2914 4755|mrt-hk
2914 4761|sin-sg
2914 4766|tyo-jp
2914 4780|taipei-tw
2914 47869|amstnl-nl
2914 47872|sof-bg
2914 47886|amstnl-nl
2914 4788|xkl-my
2914 4795|jkt-id
2914 4800|sin-sg
2914 4809|tyo-jp,tseung-hk
2914 48163|lke-us
2914 48166|fra-de
2914 48196|par-fr
2914 4844|sin-sg
2914 4855|jkt-id
2914 4862|tyo-jp
2914 48851|lon-gb
2914 49074|buh-ro
2914 49182|lon-gb
2914 49229|lon-gb
2914 4922|atl-us,stk-us
2914 49493|bcn-es
2914 49503|lon-gb
2914 49544|tyo-jp,sydnau-au,mrt-hk
2914 49687|buh-ro
2914 49765|lon-gb
2914 49871|fra-de
2914 49962|lon-gb
2914 50010|sin-sg
2914 5009|iah-us
2914 50292|lon-gb,jfk-us,sydnau-au
2914 50300|lon-gb
2914 50611|sel-kr
2914 50622|amstnl-nl
2914 50926|vlc-es
2914 51055|lon-gb
2914 51198|lon-gb
2914 51409|lon-gb
2914 51474|buh-ro
2914 51490|amstnl-nl
2914 51582|sof-bg
2914 51945|lon-gb
2914 51965|lon-gb
2914 52153|waw-pl
2914 52320|mia-us,jfk-us
2914 53281|stk-us
2914 53340|lax-us
2914 53591|lax-us,stk-us
2914 53635|mlpsca-us
2914 53699|lon-gb
2914 53708|lke-us
2914 53837|lke-us
2914 53845|lax-us
2914 53850|lax-us
2914 53907|stk-us
2914 53948|lax-us,jfk-us
2914 5400|lon-gb
2914 54054|stk-us
2914 54058|amstnl-nl,stk-us
2914 54104|sin-sg,waw-pl,mia-us,sto-se,tseung-hk,amstnl-nl,mil-it,tyo-jp,atl-us,lon-gb,lke-us
2914 54113|par-fr,sin-sg,mlpsca-us,mia-us,sto-se,mad-es,mrt-hk,bos-us,osa-jp,amstnl-nl,iah-us,atl-us,chi-us,lax-us,fra-de,lon-gb,lke-us,tyo-jp,jfk-us,stk-us
2914 54114|jfk-us
2914 54240|chi-us
2914 54290|lke-us
2914 54312|mrt-hk
2914 54489|iah-us
2914 54500|mlpsca-us
2914 54563|chi-us,jfk-us
2914 54588|mlpsca-us
2914 54600|mlpsca-us
2914 54651|iah-us
2914 54720|iah-us
2914 54750|mia-us
2914 54854|bos-us
2914 54876|stk-us
2914 54886|sydnau-au
2914 54927|lax-us
2914 54963|atl-us,chi-us,lax-us,stk-us
2914 54994|lke-us,mlpsca-us,tyo-jp,mrt-hk,tseung-hk,mad-es,mil-it,lon-gb,lax-us,sin-sg,jfk-us
2914 55002|fra-de,sin-sg,mlpsca-us,lon-gb,stk-us
2914 55034|mlpsca-us
2914 5503|lon-gb
2914 55064|stk-us
2914 55115|iah-us
2914 5511|par-fr,lon-gb,stk-us
2914 55256|iah-us
2914 55336|sydnau-au
2914 55381|osa-jp
2914 55388|tyo-jp
2914 5539|fra-de
2914 5541|buh-ro
2914 55532|sydnau-au
2914 55543|sydnau-au
2914 55555|sydnau-au
2914 55569|tyo-jp,tseung-hk
2914 55592|tyo-jp
2914 55670|jkt-id
2914 55685|jkt-id
2914 55720|xkl-my
2914 55794|sin-sg
2914 55803|sydnau-au
2914 55805|mrt-hk
2914 55819|mlpsca-us
2914 55891|tyo-jp,mrt-hk
2914 558|lax-us
2914 55900|tyo-jp
2914 55967|sin-sg,tseung-hk
2914 5603|sof-bg
2914 5605|fra-de
2914 5607|lon-gb
2914 56111|xkl-my
2914 56252|jkt-id
2914 56329|lon-gb
2914 56396|amstnl-nl
2914 56472|mil-it
2914 56473|stk-us
2914 5650|stk-us
2914 56595|lon-gb
2914 56638|lon-gb
2914 56871|buh-ro
2914 56934|vlc-es
2914 56990|lon-gb
2914 5713|amstnl-nl
2914 57344|buh-ro
2914 5760|jfk-us
2914 57653|lon-gb
2914 577|chi-us,jfk-us
2914 57976|stk-us
2914 58209|amstnl-nl
2914 58381|jkt-id
2914 58404|jkt-id
2914 58426|mrt-hk
2914 58431|tyo-jp
2914 58453|mrt-hk
2914 58463|sin-sg
2914 58587|sin-sg
2914 58601|sin-sg
2914 58620|sydnau-au
2914 58664|sin-sg
2914 58797|mrt-hk
2914 58879|mrt-hk
2914 59028|mrt-hk
2914 59045|mrt-hk
2914 59077|tseung-hk
2914 59101|tyo-jp
2914 59116|tyo-jp
2914 59214|mrt-hk
2914 59253|sin-sg
2914 59318|mrt-hk
2914 59371|tseung-hk
2914 59395|lon-gb
2914 59432|mad-es
2914 59466|sof-bg
2914 59605|lon-gb
2914 59816|lon-gb
2914 60142|mlpsca-us
2914 60157|lon-gb
2914 60171|lon-gb
2914 60233|buh-ro
2914 60257|lon-gb
2914 60321|mlpsca-us
2914 60447|sof-bg
2914 6057|mia-us,jfk-us
2914 60626|mad-es
2914 6067|lon-gb
2914 60696|amstnl-nl
2914 60781|amstnl-nl
2914 60793|lon-gb
2914 60917|mad-es
2914 60977|fra-de
2914 61049|lon-gb
2914 61124|lon-gb
2914 61149|stk-us
2914 61153|chi-us,stk-us
2914 61186|fra-de
2914 61226|lon-gb
2914 61337|lon-gb
2914 61373|lon-gb
2914 61428|amstnl-nl
2914 6181|atl-us,chi-us,stk-us
2914 61832|mia-us
2914 6209|lax-us
2914 6210|jfk-us
2914 62227|lon-gb
2914 62234|amstnl-nl
2914 62240|lon-gb
2914 62523|chi-us
2914 62537|mlpsca-us
2914 62571|mlpsca-us
2914 62597|fra-de,tseung-hk,jfk-us
2914 62660|mlpsca-us,iah-us,stk-us
2914 62679|chi-us
2914 63086|stk-us
2914 63119|sto-se
2914 63191|jfk-us
2914 63199|tyo-jp
2914 63210|mlpsca-us
2914 6327|chi-us,lke-us
2914 63303|jfk-us
2914 63306|lax-us
2914 6336|mrt-hk
2914 63399|tyo-jp,mlpsca-us,iah-us,jfk-us,chi-us
2914 63408|stk-us
2914 63440|chi-us,mlpsca-us,stk-us
2914 63494|jkt-id
2914 63528|bkk-th
2914 63541|mlpsca-us
2914 63834|tyo-jp
2914 63888|mrt-hk
2914 63916|mrt-hk
2914 63928|tyo-jp
2914 63942|sin-sg
2914 63949|atl-us,tyo-jp,iah-us,jfk-us
2914 63956|sydnau-au
2914 63981|tseung-hk
2914 6400|mia-us
2914 64050|tyo-jp,sin-sg,taipei-tw,mrt-hk
2914 64096|mrt-hk,tyo-jp
2914 64233|jfk-us
2914 64266|mlpsca-us,stk-us
2914 6453|sin-sg,fra-de,tseung-hk,amstnl-nl,iah-us,stk-us
2914 6459|atl-us,lax-us,jfk-us
2914 6461|mlpsca-us,amstnl-nl,stk-us
2914 6507|tyo-jp
2914 6568|mia-us
2914 6660|tyo-jp
2914 6661|amstnl-nl
2914 6663|fra-de
2914 668|chi-us
2914 6739|bcn-es,vlc-es,mad-es
2914 6762|fra-de,mil-it
2914 6805|amstnl-nl
2914 6830|amstnl-nl
2914 6898|mil-it
2914 6908|amstnl-nl
2914 7012|lax-us,jfk-us
2914 7018|mlpsca-us,mia-us,lke-us,iah-us,atl-us,chi-us,lax-us,jfk-us,stk-us
2914 7019|stk-us
2914 701|stk-us
2914 7029|mlpsca-us,mia-us,lke-us,iah-us,atl-us,chi-us,lax-us,jfk-us,stk-us
2914 702|amstnl-nl
2914 7091|mlpsca-us
2914 715|mlpsca-us
2914 7160|sin-sg,sydnau-au
2914 7296|lax-us
2914 7332|chi-us
2914 7459|iah-us
2914 7503|tyo-jp,osa-jp
2914 7505|tyo-jp
2914 7506|tyo-jp
2914 7513|tyo-jp
2914 7514|tyo-jp
2914 7516|tyo-jp
2914 7522|osa-jp
2914 7529|tyo-jp
2914 7540|tseung-hk
2914 7552|mrt-hk,tseung-hk
2914 7561|stk-us
2914 7568|bkk-th
2914 7575|lax-us,mlpsca-us
2914 7583|tyo-jp,sin-sg,sydnau-au
2914 7598|tyo-jp,sydnau-au
2914 7602|mrt-hk
2914 7617|mrt-hk
2914 7670|osa-jp
2914 7671|osa-jp
2914 7674|tyo-jp
2914 7677|tyo-jp
2914 7682|tyo-jp
2914 7713|lax-us
2914 7752|lke-us
2914 7754|tyo-jp
2914 7782|lke-us
2914 7784|stk-us
2914 7795|stk-us
2914 7819|iah-us
2914 7922|lax-us,stk-us
2914 7979|mrt-hk,sin-sg,lux-lu,amstnl-nl,iah-us
2914 7991|tyo-jp
2914 812|stk-us
2914 8151|lax-us,iah-us,mia-us
2914 8220|bcn-es,amstnl-nl
2914 8282|lon-gb
2914 8403|fra-de,sto-se,lke-us,mlpsca-us,tyo-jp
2914 8447|vie-at
2914 8455|amstnl-nl
2914 8513|fra-de
2914 8528|par-fr
2914 8529|fra-de,sin-sg
2914 8549|fra-de
2914 8607|lon-gb
2914 8674|sto-se
2914 8680|par-fr,lon-gb
2914 8683|lon-gb
2914 8708|bud-hu,fra-de
2914 8717|fra-de,sof-bg
2914 8751|fra-de
2914 8866|sof-bg
2914 8928|par-fr,fra-de
2914 8943|lon-gb
2914 8966|sin-sg
2914 8968|mil-it
2914 8|iah-us
2914 9002|fra-de
2914 9009|buh-ro,amstnl-nl,mad-es
2914 9050|fra-de
2914 9075|mad-es
2914 9121|lon-gb,fra-de,amstnl-nl,mil-it,buh-ro,vie-at
2914 9142|lon-gb
2914 9153|lon-gb
2914 9165|mad-es
2914 9229|mrt-hk
2914 9268|sydnau-au
2914 9269|mrt-hk
2914 9293|sel-kr,tseung-hk,taipei-tw
2914 9299|tyo-jp,lax-us,tseung-hk,mlpsca-us
2914 9304|sin-sg,mrt-hk,tseung-hk
2914 9318|lax-us
2914 9365|tyo-jp
2914 9366|tyo-jp
2914 9370|tyo-jp
2914 9371|osa-jp
2914 9374|osa-jp
2914 9381|mrt-hk,tseung-hk
2914 9394|tseung-hk
2914 9416|taipei-tw
2914 9498|mrt-hk,sin-sg
2914 9505|tyo-jp
2914 9534|xkl-my
2914 9536|tseung-hk
2914 9583|sin-sg
2914 9584|tseung-hk
2914 9595|tyo-jp,osa-jp
2914 9601|tyo-jp
2914 9605|tyo-jp,osa-jp
2914 9619|tyo-jp
2914 9621|osa-jp
2914 9731|sin-sg
2914 97|lon-gb
2914 9848|sel-kr
2914 9902|bkk-th
2914 9908|mrt-hk,tseung-hk
2914 9924|taipei-tw
2914 9957|sel-kr
2914 9990|tyo-jp
2914 9999|tyo-jp
29527 34623|lon-gb
29611 44980|lon-gb
29611 61283|lon-gb
29686 35197|fra-de
30781 15401|gnb-fr
30781 16101|par-fr
30781 197014|par-fr
30781 197033|lys-fr
30781 197036|lys-fr
30781 197634|par-fr
30781 197662|lys-fr
30781 197981|par-fr
30781 198286|par-fr
30781 198335|par-fr
30781 198435|lys-fr
30781 198682|par-fr
30781 199327|par-fr
30781 199483|mrs-fr
30781 200607|lys-fr
30781 200641|mrs-fr
30781 201246|lys-fr
30781 201659|mrs-fr
30781 201676|par-fr
30781 202214|par-fr
30781 203495|mrs-fr
30781 204124|par-fr
30781 206379|par-fr
30781 21042|par-fr
30781 24843|par-fr
30781 2485|par-fr
30781 25009|mrs-fr
30781 29301|par-fr
30781 30741|tls-fr
30781 30761|par-fr
30781 30907|par-fr
30781 31688|par-fr
30781 34310|gva-ch
30781 34422|par-fr
30781 34433|par-fr
30781 34980|par-fr,nce-fr
30781 35334|mrs-fr
30781 35600|par-fr
30781 35701|bru-be
30781 38926|bordeaux-fr
30781 39444|par-fr
30781 39506|bordeaux-fr
30781 39600|par-fr
30781 39781|par-fr
30781 41186|nce-fr
30781 41863|mrs-fr
30781 42363|gnb-fr
30781 43683|gva-ch
30781 43814|nce-fr
30781 48744|par-fr,bordeaux-fr
30781 49030|bordeaux-fr
30781 50123|lys-fr
30781 50779|mrs-fr
30781 50858|par-fr
30781 50903|par-fr
30781 50954|par-fr
30781 51243|par-fr
30781 51326|par-fr
30781 52120|mrs-fr
30781 52143|par-fr
30781 52147|mrs-fr
30781 56403|par-fr
30781 56728|gva-ch
30781 57119|par-fr
30781 57584|par-fr
30781 57694|lys-fr
30781 57951|par-fr
30781 58011|bordeaux-fr
30781 59413|par-fr
30781 59689|par-fr
30781 60427|mrs-fr
30781 60749|par-fr
30781 61015|mrs-fr
30781 61086|mrs-fr
30781 61144|zrh-ch
30781 61217|bordeaux-fr
30781 62057|mrs-fr
30781 62192|mrs-fr
30781 62202|par-fr
30781 62396|gva-ch
30781 8352|par-fr
30880 33886|sto-se
30880 48767|sto-se
31424 15850|amstnl-nl
31424 199003|amstnl-nl
31424 199661|amstnl-nl
31424 20612|amstnl-nl
31424 25420|amstnl-nl
31424 34554|amstnl-nl
31424 41481|amstnl-nl
31424 43621|amstnl-nl
3216 12297|mow-ru
3216 12314|mow-ru
3216 12418|arh-ru,kuf-ru,kej-ru,rutvr-ru,tula-ru,uly-ru,vog-ru,mow-ru,kgd-ru,tjm-ru,urs-ru,oel-ru,kja-ru,bzk-ru,kzn-ru`,krr-ru,kmw-ru,lnx-ru,tof-ru
3216 12456|mow-ru
3216 12543|krr-ru
3216 12695|mow-ru
3216 12737|kja-ru
3216 12739|mow-ru
3216 12772|goj-ru,arh-ru,uud-ru,esl-ru,cek-ru,mcx-ru,vgd-ru,rvh-ru,khv-ru,pkv-ru,mmk-ru
3216 13105|arh-ru,kgd-ru,mow-ru,okt-ru
3216 13165|mow-ru
3216 13192|mow-ru
3216 13225|mow-ru
3216 13227|kuf-ru
3216 13257|rvh-ru,mmk-ru
3216 13296|pee-ru
3216 15428|mcx-ru
3216 15556|mow-ru
3216 15632|mow-ru
3216 15707|mow-ru
3216 15850|mow-ru
3216 15868|nal-ru
3216 16043|kuf-ru
3216 16064|kuf-ru
3216 16094|krr-ru
3216 16143|mow-ru
3216 16173|mow-ru
3216 16249|cek-ru
3216 16345|ikt-ru,goj-ru,kuf-ru,mow-ru,rov-ru,voz-ru,rvh-ru,khv-ru,ovb-ru,svx-ru,cek-ru
3216 196798|mow-ru
3216 197084|mow-ru
3216 197340|mow-ru
3216 197360|okt-ru
3216 197394|kzn-ru`
3216 197482|ovb-ru
3216 197556|kuf-ru,cek-ru,mow-ru
3216 197574|mow-ru
3216 197714|kuf-ru
3216 197725|okt-ru
3216 197728|ovb-ru
3216 197808|mow-ru
3216 197857|cek-ru
3216 197863|mow-ru
3216 197878|altaisk-ru
3216 197888|mow-ru
3216 197986|mow-ru
3216 198376|mow-ru
3216 198415|goj-ru
3216 198419|okt-ru
